video,width,height,scale,fps
/Users/oakley/Documents/GitHub/signal_respirometry/video/GX010072_2025Nov13.MP4,3840,2160,0.5,29.97002997002997

frame,time_s,region,cx,cy,area,bbox_x,bbox_y,bbox_w,bbox_h
145,4350.000000,all,1296.11,53.66,16.50,1294,51,5,6
145,4350.000000,all,1825.00,33.00,2.00,1824,32,3,3
146,4380.000000,all,1306.83,733.96,41.00,1304,729,7,13
146,4380.000000,all,1020.00,141.00,2.00,1019,140,3,3
146,4380.000000,all,1296.11,53.66,16.50,1294,51,5,6
147,4410.000000,all,1306.95,733.63,40.00,1304,729,8,12
147,4410.000000,all,1020.00,141.00,2.00,1019,140,3,3
147,4410.000000,all,1296.11,53.66,16.50,1294,51,5,6
148,4440.000000,all,1306.87,733.65,39.00,1304,729,7,12
148,4440.000000,all,1020.50,141.00,4.00,1019,140,4,3
148,4440.000000,all,1296.11,53.66,16.50,1294,51,5,6
149,4470.000000,all,1307.07,733.65,41.50,1304,729,8,12
149,4470.000000,all,1020.50,141.00,4.00,1019,140,4,3
149,4470.000000,all,1296.11,53.66,16.50,1294,51,5,6
150,4500.000000,all,1307.07,733.65,41.50,1304,729,8,12
150,4500.000000,all,1010.45,660.34,40.00,1006,657,10,10
150,4500.000000,all,682.83,603.06,103.50,680,591,7,28
150,4500.000000,all,990.13,573.47,378.50,972,564,40,23
150,4500.000000,all,1003.30,191.30,5.50,1002,190,4,4
150,4500.000000,all,1020.50,141.00,4.00,1019,140,4,3
150,4500.000000,all,1296.11,53.66,16.50,1294,51,5,6
151,4530.000000,all,1336.31,734.65,25.00,1333,732,7,7
151,4530.000000,all,1307.20,732.92,28.00,1304,730,7,8
151,4530.000000,all,1010.26,660.36,33.50,1007,657,8,9
151,4530.000000,all,682.83,602.04,82.50,680,591,6,24
151,4530.000000,all,989.72,573.27,342.50,972,564,39,23
151,4530.000000,all,1020.50,141.00,4.00,1019,140,4,3
151,4530.000000,all,1296.11,53.66,16.50,1294,51,5,6
152,4560.000000,all,1336.20,734.67,26.00,1333,732,7,7
152,4560.000000,all,1307.00,732.16,15.00,1305,730,5,6
152,4560.000000,all,1010.35,660.00,28.50,1007,657,8,8
152,4560.000000,all,682.94,602.37,75.00,680,591,6,24
152,4560.000000,all,989.75,573.08,292.50,973,565,37,21
152,4560.000000,all,1020.50,141.00,4.00,1019,140,4,3
152,4560.000000,all,1296.11,53.66,16.50,1294,51,5,6
153,4590.000000,all,1306.50,731.50,7.00,1305,730,4,4
153,4590.000000,all,1342.62,736.77,162.00,1334,729,16,18
153,4590.000000,all,1010.13,659.91,21.50,1007,657,7,8
153,4590.000000,all,682.52,601.00,47.00,681,591,5,20
153,4590.000000,all,1004.49,569.24,21.00,1001,567,9,5
153,4590.000000,all,976.00,568.50,10.00,974,567,5,4
153,4590.000000,all,988.33,574.25,135.00,980,566,21,19
153,4590.000000,all,1020.50,141.00,4.00,1019,140,4,3
153,4590.000000,all,1296.11,53.66,16.50,1294,51,5,6
154,4620.000000,all,1342.79,736.51,155.50,1334,729,16,17
154,4620.000000,all,682.00,605.00,2.00,681,604,3,3
154,4620.000000,all,682.00,596.00,2.00,681,595,3,3
154,4620.000000,all,1005.00,569.00,2.00,1004,568,3,3
154,4620.000000,all,989.50,568.00,8.00,987,567,6,3
154,4620.000000,all,976.00,568.00,2.00,975,567,3,3
154,4620.000000,all,1020.50,141.00,4.00,1019,140,4,3
154,4620.000000,all,1296.11,53.66,16.50,1294,51,5,6
155,4650.000000,all,1342.85,736.35,128.50,1334,729,15,16
155,4650.000000,all,1020.50,141.00,4.00,1019,140,4,3
155,4650.000000,all,1296.10,53.81,17.50,1294,51,5,7
156,4680.000000,all,1343.37,736.03,106.50,1335,729,14,16
156,4680.000000,all,185.00,460.00,2.00,184,459,3,3
156,4680.000000,all,1020.50,141.00,4.00,1019,140,4,3
156,4680.000000,all,1296.11,53.66,16.50,1294,51,5,6
157,4710.000000,all,1344.08,735.22,71.00,1339,730,10,14
157,4710.000000,all,185.00,460.00,2.00,184,459,3,3
157,4710.000000,all,1020.50,141.00,4.00,1019,140,4,3
157,4710.000000,all,1296.11,53.66,16.50,1294,51,5,6
158,4740.000000,all,1344.40,733.53,40.50,1341,730,8,8
158,4740.000000,all,958.23,682.71,146.50,951,670,15,23
158,4740.000000,all,705.31,628.88,160.00,700,617,12,24
158,4740.000000,all,185.00,460.00,2.00,184,459,3,3
158,4740.000000,all,1020.50,141.00,4.00,1019,140,4,3
158,4740.000000,all,1296.11,53.66,16.50,1294,51,5,6
159,4770.000000,all,1345.30,732.84,27.50,1342,730,7,7
159,4770.000000,all,958.22,683.06,116.50,952,671,13,22
159,4770.000000,all,705.41,628.79,148.50,700,617,11,24
159,4770.000000,all,185.00,460.00,2.00,184,459,3,3
159,4770.000000,all,1020.50,141.00,4.00,1019,140,4,3
159,4770.000000,all,1296.11,53.66,16.50,1294,51,5,6
160,4800.000000,all,1345.64,732.51,22.50,1343,730,6,7
160,4800.000000,all,958.64,683.19,95.00,952,671,13,21
160,4800.000000,all,705.56,628.76,124.00,701,619,10,21
160,4800.000000,all,185.00,460.00,2.00,184,459,3,3
160,4800.000000,all,1020.00,141.00,2.00,1019,140,3,3
160,4800.000000,all,1296.11,53.66,16.50,1294,51,5,6
160,4800.000000,all,1825.00,33.00,2.00,1824,32,3,3
161,4830.000000,all,1346.00,732.65,19.00,1344,730,5,7
161,4830.000000,all,959.24,683.72,54.50,954,676,10,16
161,4830.000000,all,704.50,637.00,4.00,703,636,4,3
161,4830.000000,all,706.34,625.65,59.00,702,619,9,15
161,4830.000000,all,185.00,460.00,2.00,184,459,3,3
161,4830.000000,all,1020.00,141.00,2.00,1019,140,3,3
161,4830.000000,all,1296.11,53.66,16.50,1294,51,5,6
161,4830.000000,all,1825.00,33.00,2.00,1824,32,3,3
162,4860.000000,all,1346.07,732.73,19.00,1344,730,6,7
162,4860.000000,all,1340.71,725.75,28.50,1337,723,8,7
162,4860.000000,all,958.50,688.50,4.00,957,687,4,4
162,4860.000000,all,959.00,681.50,7.00,957,680,5,4
162,4860.000000,all,705.15,622.85,12.50,703,621,5,5
162,4860.000000,all,1015.40,629.21,147.00,1010,620,12,20
162,4860.000000,all,1304.00,599.50,4.00,1303,598,3,4
162,4860.000000,all,185.00,460.00,2.00,184,459,3,3
162,4860.000000,all,1035.00,179.00,2.00,1034,178,3,3
162,4860.000000,all,1020.50,141.00,4.00,1019,140,4,3
162,4860.000000,all,1296.11,53.66,16.50,1294,51,5,6
162,4860.000000,all,1825.00,33.00,2.00,1824,32,3,3
163,4890.000000,all,1355.00,733.19,7.00,1353,732,5,4
163,4890.000000,all,1346.00,732.19,7.00,1344,731,5,4
163,4890.000000,all,1340.90,725.82,23.50,1338,723,7,7
163,4890.000000,all,1014.90,630.16,113.50,1010,621,12,19
163,4890.000000,all,1304.00,599.00,2.00,1303,598,3,3
163,4890.000000,all,185.00,460.00,2.00,184,459,3,3
163,4890.000000,all,1020.50,141.00,4.00,1019,140,4,3
163,4890.000000,all,1296.00,54.00,14.00,1294,52,5,5
163,4890.000000,all,1825.00,33.00,2.00,1824,32,3,3
164,4920.000000,all,1354.78,733.37,8.50,1353,732,5,4
164,4920.000000,all,1341.00,725.81,19.00,1338,724,7,5
164,4920.000000,all,1014.23,630.55,86.00,1010,621,11,19
164,4920.000000,all,185.00,460.00,2.00,184,459,3,3
164,4920.000000,all,1020.50,141.00,4.00,1019,140,4,3
164,4920.000000,all,1296.00,54.00,14.00,1294,52,5,5
164,4920.000000,all,1825.00,33.00,2.00,1824,32,3,3
165,4950.000000,all,1354.01,736.85,37.00,1351,731,7,14
165,4950.000000,all,1340.64,725.74,14.00,1338,724,6,5
165,4950.000000,all,1013.88,631.09,56.50,1011,622,9,16
165,4950.000000,all,1020.50,141.00,4.00,1019,140,4,3
165,4950.000000,all,1296.15,53.85,12.50,1294,52,5,5
166,4980.000000,all,1353.80,735.05,25.50,1351,731,6,11
166,4980.000000,all,1340.70,725.70,5.50,1339,724,4,4
166,4980.000000,all,1013.41,634.29,11.50,1011,632,6,5
166,4980.000000,all,1013.00,626.50,4.00,1012,625,3,4
166,4980.000000,all,1067.21,577.18,272.00,1062,561,12,37
166,4980.000000,all,1063.89,170.78,18.00,1060,168,9,6
166,4980.000000,all,1020.50,141.00,4.00,1019,140,4,3
166,4980.000000,all,1296.15,53.85,12.50,1294,52,5,5
167,5010.000000,all,1354.30,732.70,5.50,1353,731,4,4
167,5010.000000,all,1067.15,577.10,246.50,1062,561,11,37
167,5010.000000,all,1063.00,171.00,6.00,1061,170,5,3
167,5010.000000,all,1020.50,141.00,4.00,1019,140,4,3
167,5010.000000,all,1296.15,53.85,12.50,1294,52,5,5
168,5040.000000,all,1066.87,578.05,189.00,1062,561,11,35
168,5040.000000,all,1063.00,171.00,2.00,1062,170,3,3
168,5040.000000,all,1020.50,141.00,4.00,1019,140,4,3
168,5040.000000,all,1296.00,54.00,14.00,1294,52,5,5
168,5040.000000,all,1825.00,33.00,2.00,1824,32,3,3
