frame,time_s,region,cx,cy,area,bbox_x,bbox_y,bbox_w,bbox_h,track_id
206,6180.0,right,1351.0,731.0,2.0,1350,730,3,3,39
208,6240.0,right,1350.5,731.0,4.0,1349,730,4,3,40
209,6270.0,right,1350.5,731.0,4.0,1349,730,4,3,40
210,6300.0,right,1350.0,731.0,2.0,1349,730,3,3,40
211,6330.0,middle,961.0,505.0,2.0,960,504,3,3,41
211,6330.0,right,1350.0,731.0,2.0,1349,730,3,3,40
212,6360.0,middle,1050.46,632.9,17.0,1049,630,5,8,42
212,6360.0,middle,956.34,493.01,498.5,939,479,31,29,43
212,6360.0,middle,1035.72,449.22,453.5,1021,435,33,36,44
212,6360.0,middle,963.35,211.67,26.5,958,209,11,6,45
212,6360.0,middle,1013.08,196.72,13.0,1010,195,7,5,46
213,6390.0,middle,1013.0,196.5,7.0,1011,195,5,4,46
213,6390.0,middle,963.22,211.7,17.5,959,209,9,6,45
213,6390.0,middle,956.54,493.07,455.5,939,480,31,27,43
213,6390.0,middle,1050.46,633.11,14.5,1049,630,5,8,42
213,6390.0,middle,1035.55,449.07,419.0,1021,435,33,34,44
214,6420.0,middle,1050.0,633.0,2.0,1049,632,3,3,42
214,6420.0,middle,956.04,492.33,345.0,940,482,29,24,43
214,6420.0,middle,1034.56,448.48,346.5,1021,436,33,32,44
214,6420.0,middle,964.0,211.0,2.0,963,210,3,3,45
215,6450.0,middle,1037.99,446.73,96.0,1031,442,14,11,44
215,6450.0,middle,954.1,491.37,146.5,943,484,24,16,43
215,6450.0,middle,1024.24,444.93,21.0,1022,441,6,9,47
262,7860.0,middle,962.28,210.41,11.5,960,209,6,4,48
262,7860.0,middle,950.27,567.03,186.0,937,559,33,18,49
263,7890.0,middle,1017.0,678.0,2.0,1016,677,3,3,50
263,7890.0,middle,1000.61,644.63,30.5,998,640,6,10,51
263,7890.0,middle,950.97,566.98,207.0,938,560,30,16,49
263,7890.0,middle,1067.3,540.21,151.0,1058,534,18,18,52
263,7890.0,middle,962.22,210.63,8.5,960,209,5,4,48
264,7920.0,middle,962.0,211.0,2.0,961,210,3,3,48
264,7920.0,middle,1066.97,540.09,159.0,1057,534,19,17,52
264,7920.0,middle,956.0,562.0,2.0,955,561,3,3,49
264,7920.0,middle,1060.51,658.7,39.0,1055,656,12,7,53
264,7920.0,middle,945.99,567.57,74.0,938,562,17,13,54
264,7920.0,middle,1000.68,644.6,21.0,999,641,5,8,51
264,7920.0,middle,1017.0,678.0,2.0,1016,677,3,3,50
264,7920.0,middle,962.0,562.0,4.0,960,561,5,3,55
265,7950.0,middle,1066.51,539.55,122.0,1058,534,18,16,52
265,7950.0,middle,947.36,567.69,20.5,945,564,7,9,54
265,7950.0,middle,1000.18,644.7,10.0,999,641,4,8,51
265,7950.0,middle,1060.55,658.45,30.0,1056,656,10,6,53
266,7980.0,middle,1060.69,658.37,18.5,1057,656,8,6,53
266,7980.0,middle,1059.49,538.84,11.5,1058,536,5,7,52
266,7980.0,middle,1069.62,537.72,34.5,1064,535,11,9,56
354,10620.0,right,1298.0,726.0,2.0,1297,725,3,3,57
362,10860.0,right,1351.0,731.0,2.0,1350,730,3,3,58
371,11130.0,right,1350.5,731.0,4.0,1349,730,4,3,59
372,11160.0,right,1351.0,731.0,2.0,1350,730,3,3,59
434,13020.0,left,749.78,677.37,8.5,748,676,5,4,60
434,13020.0,left,750.5,672.0,4.0,748,671,6,3,61
435,13050.0,left,749.3,677.3,5.5,748,676,4,4,60
435,13050.0,left,751.23,668.29,16.5,748,664,6,10,61
436,13080.0,left,750.0,669.0,14.0,748,665,6,9,61
436,13080.0,left,749.5,677.0,4.0,748,676,4,3,60
542,16260.0,right,1350.0,731.0,6.0,1348,730,5,3,63
543,16290.0,right,1350.5,731.0,4.0,1349,730,4,3,63
544,16320.0,right,1350.0,731.0,2.0,1349,730,3,3,63
545,16350.0,right,1350.0,731.0,2.0,1349,730,3,3,63
551,16530.0,left,757.3,668.3,5.5,756,667,4,4,64
552,16560.0,left,757.0,668.5,4.0,756,667,3,4,64
552,16560.0,middle,1022.44,648.89,10.5,1020,647,6,5,65
552,16560.0,left,753.37,614.22,8.5,752,612,4,5,66
552,16560.0,left,757.52,480.49,124.0,752,471,15,18,67
552,16560.0,left,763.7,299.7,5.5,762,298,4,4,68
553,16590.0,left,758.18,480.12,81.0,752,472,14,16,67
553,16590.0,left,754.0,614.5,4.0,753,613,3,4,66
553,16590.0,middle,1022.5,648.5,7.0,1021,647,4,4,65
553,16590.0,left,757.0,668.0,2.0,756,667,3,3,64
554,16620.0,middle,1022.0,649.0,2.0,1021,648,3,3,65
554,16620.0,left,754.5,484.5,4.0,753,483,4,4,67
554,16620.0,left,761.5,481.2,16.0,759,479,6,5,69
554,16620.0,left,755.44,475.72,17.5,753,473,6,7,70
555,16650.0,left,755.0,475.0,2.0,754,474,3,3,70
562,16860.0,middle,1053.75,600.67,86.5,1048,596,14,11,71
562,16860.0,middle,1056.3,173.3,5.5,1055,172,4,4,72
563,16890.0,middle,1056.0,174.0,2.0,1055,173,3,3,72
563,16890.0,middle,1059.0,598.67,6.0,1057,597,5,4,71
563,16890.0,middle,1052.0,602.54,28.0,1049,597,8,10,73
564,16920.0,middle,1050.0,604.0,2.0,1049,603,3,3,73
575,17250.0,right,1350.22,731.37,8.5,1348,730,5,4,74
576,17280.0,right,1350.5,731.5,7.0,1349,730,4,4,74
577,17310.0,right,1350.3,731.3,5.5,1349,730,4,4,74
578,17340.0,right,1350.0,731.0,2.0,1349,730,3,3,74
679,20370.0,middle,1059.5,689.0,13.0,1058,686,4,7,75
680,20400.0,middle,1059.63,688.78,8.5,1058,687,4,5,75
681,20430.0,middle,1059.0,688.0,2.0,1058,687,3,3,75
705,21150.0,right,1350.0,731.0,2.0,1349,730,3,3,76
708,21240.0,right,1350.0,731.5,4.0,1349,730,3,4,77
709,21270.0,right,1350.0,732.0,2.0,1349,731,3,3,77
710,21300.0,right,1350.0,732.0,2.0,1349,731,3,3,77
711,21330.0,right,1350.0,732.0,2.0,1349,731,3,3,77
718,21540.0,right,1350.0,732.0,2.0,1349,731,3,3,78
730,21900.0,right,1350.0,731.0,2.0,1349,730,3,3,79
734,22020.0,right,1350.0,731.0,2.0,1349,730,3,3,80
735,22050.0,right,1350.0,731.0,2.0,1349,730,3,3,80
736,22080.0,right,1350.0,731.0,2.0,1349,730,3,3,80
737,22110.0,right,1350.0,731.0,2.0,1349,730,3,3,80
980,29400.0,right,1261.7,73.7,5.5,1260,72,4,4,82
981,29430.0,right,1262.0,73.0,2.0,1261,72,3,3,82
1137,34110.0,right,1260.5,73.0,4.0,1259,72,4,3,83
1138,34140.0,right,1260.5,73.0,4.0,1259,72,4,3,83
1139,34170.0,right,1260.0,73.0,2.0,1259,72,3,3,83
1144,34320.0,right,1260.0,73.0,2.0,1259,72,3,3,84
1145,34350.0,right,1260.0,73.0,2.0,1259,72,3,3,84
1159,34770.0,right,1350.0,732.0,2.0,1349,731,3,3,87
1160,34800.0,right,1350.0,732.0,2.0,1349,731,3,3,87
1231,36930.0,middle,1052.14,325.51,72.5,1047,316,12,18,88
1231,36930.0,middle,1049.86,288.29,14.0,1046,285,8,7,89
1232,36960.0,middle,1050.21,338.37,153.0,1047,316,11,51,91
1232,36960.0,middle,1057.5,512.5,4.0,1056,511,4,4,92
1232,36960.0,middle,1044.88,279.72,95.0,1039,262,15,30,93
1233,36990.0,middle,1057.0,512.0,2.0,1056,511,3,3,92
1233,36990.0,middle,1049.96,338.86,98.5,1047,326,9,35,91
1233,36990.0,middle,1044.49,279.39,70.5,1039,265,13,25,93
1234,37020.0,middle,1044.25,280.76,29.0,1041,271,7,18,93
