detection_id,video_name,video_path,frame,t_sec,x,y,area,bbox_x,bbox_y,bbox_w,bbox_h
2877,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13327,1332.7,1565,1015,173.0,1558,1006,14,18
2878,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13328,1332.8,1566,1015,193.5,1558,1006,16,18
2879,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13329,1332.9,1565,1015,184.0,1558,1006,14,18
2880,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13330,1333.0,1566,1015,197.0,1558,1006,16,18
2881,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13331,1333.1,1566,1015,200.0,1558,1006,16,18
2882,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13332,1333.2,1565,1015,170.5,1558,1006,14,18
2883,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13333,1333.3,1566,1015,181.5,1558,1006,16,18
2884,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13334,1333.4,1565,1015,194.5,1556,1006,18,18
2885,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13335,1333.5,1566,1015,183.5,1558,1006,16,18
2886,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13336,1333.6,1566,1015,194.5,1558,1006,16,18
2887,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13337,1333.7,1566,1015,179.5,1558,1006,16,18
2888,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13338,1333.8,1566,1015,189.5,1558,1006,16,18
2889,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13339,1333.9,1566,1015,182.5,1558,1006,16,18
2890,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13340,1334.0,1566,1015,187.5,1558,1006,16,18
2891,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13341,1334.1,1566,1015,198.5,1558,1006,16,18
2892,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13342,1334.2,1566,1014,185.0,1558,1006,16,16
2893,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13343,1334.3,1566,1015,195.0,1558,1006,16,18
2894,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13344,1334.4,151,697,28.0,148,692,6,11
2895,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13344,1334.4,1566,1015,206.0,1558,1006,16,18
2896,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13345,1334.5,1566,1015,198.5,1558,1006,16,18
2897,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13346,1334.6,1566,1015,200.5,1558,1006,16,18
2898,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13347,1334.7,1566,1015,195.0,1558,1006,16,18
2899,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13348,1334.8,1566,1016,207.0,1558,1006,16,20
2900,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13349,1334.9,1566,1015,194.5,1558,1006,16,18
2901,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13350,1335.0,1566,1015,198.5,1558,1006,16,18
2902,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13351,1335.1,1566,1015,193.5,1558,1006,16,18
2903,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13352,1335.2,1566,1014,204.5,1558,1004,16,20
2904,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13353,1335.3,1566,1014,208.0,1558,1005,16,19
2905,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13354,1335.4,1566,1015,216.5,1558,1006,16,18
2906,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13355,1335.5,1566,1015,206.5,1558,1006,16,18
2907,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13356,1335.6,149,699,34.0,146,694,6,10
2908,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13356,1335.6,1566,1015,215.5,1558,1006,16,18
2909,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13357,1335.7,1566,1015,206.0,1558,1006,16,18
2910,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13358,1335.8,1566,1015,215.5,1558,1006,16,19
2911,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13359,1335.9,1566,1015,208.5,1558,1006,16,18
2912,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13360,1336.0,1566,1014,216.0,1558,1005,16,19
2913,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13361,1336.1,1566,1015,222.0,1558,1006,16,18
2914,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13362,1336.2,1566,1016,231.0,1558,1006,16,20
2915,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13363,1336.3,1566,1015,217.5,1558,1006,16,18
2916,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13364,1336.4,1566,1015,219.5,1558,1006,16,18
2917,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13365,1336.5,1566,1015,217.5,1558,1006,16,18
2918,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13366,1336.6,1566,1015,213.5,1558,1006,16,18
2919,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13367,1336.7,1566,1014,216.0,1558,1005,16,19
2920,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13368,1336.8,1566,1014,217.0,1558,1004,16,20
2921,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13369,1336.9,1566,1014,234.0,1558,1004,16,21
2922,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13370,1337.0,1566,1015,225.0,1558,1006,16,18
2923,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13371,1337.1,1566,1015,208.0,1558,1006,16,18
2924,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13372,1337.2,1566,1015,212.0,1558,1006,16,18
2925,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13373,1337.3,1566,1014,206.5,1558,1005,16,19
2926,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13374,1337.4,1566,1014,225.5,1558,1004,16,20
2927,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13375,1337.5,1566,1015,202.5,1558,1006,16,18
2928,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13376,1337.6,1566,1014,213.5,1558,1004,16,20
2929,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13377,1337.7,1566,1015,208.5,1558,1006,16,18
2930,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13378,1337.8,1566,1014,223.5,1558,1004,16,20
2931,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13379,1337.9,1566,1015,206.0,1558,1006,16,18
2932,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13380,1338.0,1566,1014,228.5,1558,1004,16,20
2933,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13381,1338.1,1566,1013,196.0,1558,1004,16,19
2934,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13382,1338.2,1566,1015,214.5,1558,1006,16,18
2935,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13383,1338.3,1566,1015,193.0,1558,1006,16,18
2936,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13384,1338.4,1566,1015,195.5,1558,1006,16,18
2937,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13385,1338.5,1566,1015,199.0,1558,1006,16,18
2938,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13386,1338.6,1566,1015,202.5,1558,1006,16,18
2939,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13387,1338.7,1566,1015,191.0,1559,1006,15,18
2940,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13388,1338.8,1566,1013,186.5,1558,1005,16,17
2941,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13389,1338.9,1566,1015,182.0,1559,1006,15,18
2942,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13390,1339.0,1566,1015,194.0,1558,1006,16,18
2943,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13391,1339.1,1566,1014,181.0,1559,1006,15,16
2944,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13392,1339.2,1566,1015,197.0,1558,1006,16,18
2945,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13393,1339.3,1566,1014,187.5,1558,1006,16,16
2946,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13394,1339.4,1566,1014,195.0,1558,1005,16,19
2947,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13395,1339.5,1566,1014,174.5,1558,1006,16,16
2948,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13396,1339.6,1568,1015,181.5,1560,1006,16,18
2949,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13397,1339.7,1566,1015,203.0,1558,1006,16,18
2950,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13398,1339.8,1567,1014,223.0,1558,1005,18,19
2951,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13399,1339.9,1567,1014,246.0,1558,1004,18,20
2952,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13400,1340.0,1567,1015,258.5,1558,1004,18,22
2953,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13401,1340.1,1566,1014,230.5,1558,1004,16,20
2954,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13402,1340.2,1567,1015,256.0,1558,1004,18,22
2955,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13403,1340.3,1567,1014,266.5,1558,1004,18,20
2956,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13404,1340.4,1567,1015,254.5,1558,1004,18,22
2957,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13405,1340.5,1566,1015,252.5,1558,1004,16,22
2958,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13406,1340.6,1566,1014,246.5,1558,1004,16,20
2959,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13407,1340.7,1565,1014,253.0,1556,1004,18,20
2960,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13408,1340.8,1565,1014,253.5,1556,1004,18,20
2961,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13409,1340.9,1566,1014,249.5,1558,1004,16,20
2962,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13410,1341.0,1565,1014,251.0,1556,1004,18,20
2963,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13411,1341.1,1565,1014,246.5,1556,1004,18,20
2964,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13412,1341.2,1565,1014,250.0,1556,1004,18,20
2965,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13413,1341.3,1566,1014,238.0,1558,1004,16,20
2966,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13414,1341.4,1566,1015,262.5,1558,1004,16,22
2967,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13415,1341.5,1565,1014,252.5,1556,1004,18,20
2968,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13416,1341.6,1565,1014,246.0,1556,1005,18,19
2969,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13417,1341.7,1566,1014,244.5,1558,1004,16,20
2970,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13418,1341.8,1566,1014,237.0,1558,1004,16,20
2971,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13419,1341.9,1566,1014,235.0,1558,1004,16,20
2972,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13420,1342.0,1566,1014,233.0,1558,1004,16,20
2973,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13421,1342.1,1565,1014,246.5,1556,1004,18,20
2974,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13422,1342.2,1565,1014,242.5,1556,1004,18,20
2975,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13423,1342.3,1565,1014,235.5,1556,1004,18,20
2976,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13424,1342.4,1565,1015,229.0,1556,1006,18,18
2977,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13425,1342.5,1566,1014,217.5,1558,1005,16,19
2978,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13426,1342.6,1565,1014,236.0,1556,1004,18,20
2979,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13427,1342.7,1566,1014,217.5,1558,1004,16,20
2980,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13428,1342.8,1566,1015,195.5,1558,1006,16,18
2981,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13429,1342.9,1566,1015,207.5,1558,1006,16,18
2982,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13430,1343.0,1566,1014,219.5,1558,1004,16,20
2983,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13431,1343.1,1566,1015,206.5,1558,1006,16,18
2984,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13432,1343.2,1565,1014,221.0,1556,1004,18,20
2985,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13433,1343.3,1566,1015,207.0,1558,1006,16,18
2986,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13434,1343.4,1566,1015,203.0,1558,1006,16,18
2987,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13435,1343.5,1566,1015,195.0,1558,1006,16,18
2988,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13436,1343.6,1566,1015,194.5,1558,1006,16,18
2989,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13437,1343.7,1566,1014,180.5,1558,1006,16,16
2990,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13438,1343.8,1566,1015,191.0,1558,1006,16,18
2991,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13439,1343.9,1566,1014,176.5,1558,1006,16,16
2992,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13440,1344.0,1567,1014,158.0,1560,1006,14,16
2993,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13441,1344.1,1567,1014,152.0,1560,1006,14,16
2994,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13442,1344.2,1567,1014,155.5,1560,1006,14,16
2995,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13443,1344.3,1567,1014,154.0,1560,1006,14,16
2996,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13444,1344.4,1567,1014,157.5,1560,1006,14,16
2997,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13445,1344.5,1567,1014,150.0,1560,1006,14,16
2998,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13446,1344.6,1567,1014,159.5,1560,1006,14,16
2999,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13447,1344.7,1567,1014,150.0,1560,1006,14,16
3000,12nov2025_phys_part25.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part25.mp4,13448,1344.8,1567,1014,159.0,1560,1006,14,16
